File_Path,Highligh_Exist?,Highlight_Info
/BabyView_Bing/02330001/02330001_GX010060_01.22.2024_2024-01-23-05:00:59.zip,No,NA
/BabyView_Bing/02330001/02330001_GX020060_01.22.2024_2024-01-23-05:43:07.zip,No,NA
/BabyView_Bing/02330001/02330001_01:5:2024_02.05.2024_2024-02-07-22:52:45.zip,No,NA
/BabyView_Bing/01560001/01560001_GX010034_01.31.2024_2024-02-02-19:35:48.zip,No,NA
/BabyView_Bing/01560001/01560001_GX010054_03.04.2024_2024-03-05-19:48:25.zip,No,NA
/BabyView_Bing/01560001/01560001_GX010056_03.04.2024_2024-03-05-19:38:38.zip,No,NA
/BabyView_Bing/01560001/01560001_GX020056_03.04.2024_2024-03-05-19:33:53.zip,No,NA
/BabyView_Bing/01560001/01560001_GX010003_04.24.2024_2024-04-25-20:35:53.zip,No,NA
/BabyView_Bing/01560001/01560001_GX020003_04.24.2024_2024-04-25-20:43:12.zip,No,NA
/BabyView_Bing/Bobby_Temp/Bobby_Temp_GX010065__2024-04-30-18:58:19.zip,No,NA
/BabyView_Bing/Bobby_Temp/Bobby_Temp_GX010067__2024-04-30-19:03:14.zip,No,NA
/BabyView_Bing/Bobby_Temp/Bobby_Temp_GX010066__2024-04-30-19:02:45.zip,No,NA
/BabyView_Bing/Bobby_Temp/Bobby_Temp_GX010064__2024-04-30-18:57:52.zip,No,NA
/BabyView_Bing/Bobby_Temp/Bobby_Temp_GX010068__2024-04-30-19:07:45.zip,No,NA
/BabyView_Bing/Bobby_Temp/Bobby_Temp_GX020064__2024-04-30-19:09:46.zip,No,NA
/BabyView_Bing/Bobby_Temp/Bobby_Temp_GX020066__2024-04-30-19:13:16.zip,No,NA
/BabyView_Bing/Bobby_Temp/Bobby_Temp_GX020068__2024-04-30-18:51:59.zip,No,NA
/BabyView_Bing/Bobby_Temp/Bobby_Temp_GX030068__2024-04-30-18:47:34.zip,No,NA
/BabyView_Bing/Bobby_Temp/Bobby_Temp_GX040068__2024-04-30-18:42:43.zip,No,NA
/BabyView_Bing/Bobby_Temp/Bobby_Temp_GX050068__2024-04-30-18:53:18.zip,No,NA
/BabyView_Bing/01670001/01670001_GX010027_01.22.2024_2024-01-23-18:47:30.zip,No,NA
/BabyView_Bing/01670001/01670001_GX020027_01.22.2024_2024-01-23-18:40:55.zip,No,NA
/BabyView_Bing/01670001/01670001_GX030027_01.22.2024_2024-01-23-18:43:33.zip,No,NA
/BabyView_Bing/01670001/01670001_GX010064_01.24.2024_2024-01-24-20:02:38.zip,No,NA
/BabyView_Bing/01670001/01670001_GX020064_01.24.2024_2024-01-24-19:56:26.zip,No,NA
/BabyView_Bing/01670001/01670001_GX040039_02.05.2024_2024-02-06-23:12:19.zip,No,NA
/BabyView_Bing/01670001/01670001_GX010039_02.05.2024_2024-02-06-23:28:35.zip,No,NA
/BabyView_Bing/01670001/01670001_GX020039_02.05.2024_2024-02-06-23:17:00.zip,No,NA
/BabyView_Bing/01670001/01670001_GX030039_02.05.2024_2024-02-06-23:21:45.zip,No,NA
/BabyView_Bing/01670001/01670001_GX030040_02.07.2024_2024-02-08-22:20:54.zip,No,NA
/BabyView_Bing/01670001/01670001_GX010040_02.07.2024_2024-02-09-16:45:06.zip,No,NA
/BabyView_Bing/01670001/01670001_GX010091_02.14.2024_2024-02-14-22:55:40.zip,No,NA
/BabyView_Bing/01670001/01670001_GX020091_02.14.2024_2024-02-14-23:14:19.zip,No,NA
